CLAVE,LONGITUD,LATITUD,ORGANISMO_DE_CUENCA,SUBTIPO,GRUPO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_FIS_SUP_15_UT,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_COLI_FEC,CALIDAD_E_COLI,CALIDAD_ENTEROC,CALIDAD_OD_PORC,CALIDAD_OD_PORC_SUP,CALIDAD_OD_PORC_MED,CALIDAD_OD_PORC_FON,CALIDAD_TOX_D_48,CALIDAD_TOX_V_15,CALIDAD TOX_D_48_SUP,CALIDAD_TOX_FIS_SUP_15,SEMAFORO
DLQUI2199,-87.42709,20.21595,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.682909351486922,1.0,6.481998530492286,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2200,-87.42851,20.20828,11.0,21.0,0.0,1.0,1.0,1.000286621161134,1.0,1.0,1.0,1.0,3.7312791114295947,1.0,6.574577516531963,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2201,-87.43167,20.20256,11.0,2.0,0.0,1.0,1.0,1.0102992537234212,1.0,1.0,1.0,1.0,3.8247939806520956,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2202,-87.47841,20.08062,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.006361317896425,1.0,3.5926191329272656,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2203,-87.48151,20.00745,11.0,21.0,0.0,1.0,1.0,1.0029617519983864,1.0,1.0,1.0,1.0,3.154066642780365,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2204,-87.47675,20.00361,11.0,21.0,0.0,1.0,1.0,1.0101272810267408,1.0,1.0,1.010081386841703,1.0,3.49587961304192,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2205,-87.4522,19.89763,11.0,2.0,0.0,1.0,1.0,1.0267513083725226,1.0,1.0,1.0,1.0,3.9570046578287346,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2206,-87.49114,19.82138,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.453600859906842,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2207,-87.4813,19.8039,11.0,21.0,0.0,1.0,1.0,1.0012738399804673,1.0,1.0,1.0,1.0,3.2475815120028657,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2208,-87.59474,19.74715,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8022214260121814,1.0,6.746509919177076,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2209,-87.46145,19.32163,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3507703332139016,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2210,-87.45751,19.31544,11.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.137943389466141,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2211,-87.52831,19.22978,11.0,2.0,0.0,1.0,1.0,1.0103661319943524,1.0,1.0,1.035005848775064,1.0,3.405589394482264,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2213,-87.54001,19.17203,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9699032604801143,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2214,-87.46347,19.32374,11.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0141734626815084,1.0,2.612325331422429,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2216,-87.3512,20.33268,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6925833034754567,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2217,-87.34758,20.33854,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9376567538516656,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2218,-87.33263,20.35697,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.84736653529201,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2219,-87.33213,20.36425,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0026412489511474,1.0,3.905410247223217,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2220,-87.31597,20.39292,11.0,21.0,0.0,1.0,1.0,1.0610980775151007,1.0,1.0,1.0,1.0,3.863489788606234,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2221,-87.31212,20.39471,11.0,2.0,0.0,1.0,1.0,1.0033439135465654,1.0,1.0,1.0,1.0,4.27946972411322,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2222,-87.22841,20.49521,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.353636689358653,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2223,-87.21858,20.5038,11.0,15.0,0.0,1.0,1.0,1.0003503465992931,1.0,1.0,1.0,1.0,4.256897169473307,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2224,-87.08389,20.6083,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.792547474023647,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2225,-87.07067,20.62579,11.0,2.0,0.0,1.0,1.0,1.0101590959756266,1.0,1.0,1.0,1.0,4.031171623074166,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2226,-87.06068,20.635,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.058442283130314,1.0,3.866714439269079,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1
DLQUI2227,-87.03361,20.65935,11.0,21.0,0.0,1.0,1.0,1.0088852559951593,1.0,1.0,1.0,1.0,4.140809745610891,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2228,-87.02708,20.66659,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.021497671085632,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2230,-86.96431,20.49495,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.006361317896425,1.0,3.199211752060193,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2231,-86.92541,20.55327,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.144034396273737,1.0,7.434239529757532,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2232,-86.95263,20.50889,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.96022930849158,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2233,-86.9582,20.50442,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0026412489511474,1.0,3.9731279111429587,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2234,-86.94458,20.51984,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.250447868147616,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2236,-86.91539,20.55505,11.0,21.0,0.0,1.0,1.0,1.0068597997898112,1.0,1.0,1.0,1.0,4.414905051952704,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2237,-86.87838,20.54511,11.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.501970619849516,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2238,-86.85477,20.55106,11.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.1343604442852016,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2239,-86.99263,20.44565,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.908276603367968,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,2
DLQUI2240,-87.0242,20.372,11.0,21.0,0.0,1.0,1.0,1.013776923811849,1.0,1.0,1.0026412489511474,1.0,4.6180580437119305,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1
DLQUI2241,-86.98271,20.28397,11.0,13.0,0.0,1.0,1.0,1.0002228957229753,1.0,1.0,1.0,1.0,2.1479756359727693,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1
DLQUI2242,-86.95655,20.29413,11.0,21.0,0.0,1.0,1.0,1.0167577838876445,1.0,1.0,1.0,1.0,4.063418129702615,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2243,-87.27876,18.74973,11.0,2.0,0.0,1.0,1.0,1.0004139764970648,1.0,1.0,1.0,1.0,3.4862056610533854,1.0,6.296840558412932,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2244,-87.30546,18.71167,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8280186313149405,1.0,6.812637766348273,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2245,-87.34416,18.74784,11.0,2.0,0.0,1.0,1.0,1.0033757284954512,1.0,1.0,1.0,1.0,3.9634539591544242,1.0,7.116825863335784,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLQUI2246,-87.76189,18.45617,11.0,21.0,0.0,1.0,1.0,1.0056368828356388,1.0,1.0,1.0,1.0,1.79003941239699,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1
DLQUI2247,-87.76474,18.42154,11.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6413471873880328,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2248,-87.80349,18.3567,11.0,2.0,0.0,1.0,1.0,1.025190847230921,1.0,1.0,1.0,1.0,4.840558939448226,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,3,0,0,0,0,0,1,1
DLQUI2249,-87.82685,18.31363,11.0,21.0,0.0,1.0,1.0,1.0072292544665131,1.0,1.0,1.0,1.0,1.1967036904335364,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,2
DLQUI2250,-87.84284,18.21238,11.0,2.0,0.0,1.0,1.0,1.0046050466555556,1.0,1.0,1.0,1.0,3.334647079899677,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLQUI2252,-88.77064,19.87766,11.0,14.0,1.0,1.0925772645350778,1.0631904520593425,1.0,1.0001588651207103,1.000032397920894,1.0,1.0,2.4220709423145825,1.0,3.9360764144011755,1.0,1.0,1.0,1.0,3,3,1,3,1,0,0,2,0,2,0,0,1,1,1
DLQUI2254,-88.17097,19.1462,11.0,14.0,1.0,1.0828449369200988,1.157582959092736,1.0,1.000054715662038,1.000013799803274,1.0,1.0,2.2705123611608737,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,2,1,0,0,3,0,0,0,0,1,1,3
DLQUI2255,-88.51542,18.50765,11.0,24.0,2.0,1.038148321206862,1.098701661802995,1.0163374061846477,1.000077033403182,1.000032397920894,1.0,2.1697502312673453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,3,1,0,3,0,0,0,1,1,0,0,3
DLQUI2256,-88.52172,19.17832,11.0,24.0,2.0,1.1190708230425206,1.174819578171143,1.0,1.0000844726502303,1.000032397920894,1.0,2.444495837187789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,3,1,0,3,0,0,0,1,1,0,0,3
DLQUI2259,-88.16187,18.93273,11.0,14.0,1.0,1.064641879714305,1.0564279099026683,1.0,1.000032397920894,1.000013799803274,1.0,1.0,4.450376209243998,1.0,8.06245407788391,1.0,1.0,1.0,1.0,3,3,1,1,1,0,0,2,0,2,0,0,1,1,1
DLQUI2260,-88.23729,18.87877,11.0,14.0,1.0,1.0667445430879114,1.1228580914603246,1.0,1.000032397920894,1.000013799803274,1.0,1.0,4.51809387316374,1.0,8.03600293901543,1.0,1.0,1.0,1.0,3,4,1,1,1,0,0,2,0,2,0,0,1,1,3
DLQUI2261,-88.25611,18.70679,11.0,24.0,2.0,1.0776183165342768,1.1183287608995753,1.0,1.000054715662038,1.000032397920894,1.0,2.2738205365402404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,2,1,0,3,0,0,0,1,1,0,0,3
DLQUI2262,-88.38446,18.67969,11.0,14.0,1.0,1.0727521527267874,1.0428399182204204,1.0,1.000032397920894,1.000032397920894,1.0,1.0,2.82515227517019,1.0,4.65025716385011,1.0,1.0,1.0,1.0,3,3,1,1,1,0,0,2,0,2,0,0,1,1,1
DLQUI2263,-88.42907,18.60705,11.0,14.0,1.0,1.0818837193778787,1.0911527775350796,1.0,1.000054715662038,1.000013799803274,1.0,1.0,2.844500179147259,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,2,1,0,0,2,0,0,0,0,1,1,1
DLQUI2264,-88.46084,18.54377,11.0,14.0,1.0,1.0860890461250918,1.024722595977423,1.0,1.0000844726502303,1.000032397920894,1.0,1.0,2.841275528484414,5.086921202274573,4.630418809698751,1.0,1.0,1.0,1.0,3,2,1,3,1,0,0,2,2,2,0,0,1,1,1
DLQUI2265,-88.42697,18.51464,11.0,14.0,1.0,1.0788799145584407,1.0392227445087108,1.0,1.000344846296911,1.000032397920894,1.0,1.0,2.4252955929774274,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,1,0,0,2,0,0,0,0,1,1,1
DLQUI2266,-88.39667,18.49275,11.0,24.0,2.0,1.047880648821841,1.054918133049085,1.0,1.000077033403182,1.000054715662038,1.0,2.2571692876965774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,2,0,3,0,0,0,1,1,0,0,1
DLQUI2267,-88.47892,18.49348,11.0,24.0,2.0,1.045898137641012,1.1077603229244937,1.0,1.000054715662038,1.000024958673846,1.0,2.939870490286771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,2,1,0,2,0,0,0,1,1,0,0,3
DLQUI2268,-88.51787,18.46422,11.0,24.0,2.0,1.0500433882918363,1.0715256784384992,1.0,1.0001588651207103,1.000032397920894,1.0,3.2187789084181313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,1,0,2,0,0,0,1,1,0,0,1
DLQUI2269,-88.60815,18.33875,11.0,10.0,2.0,1.039950604098525,1.038310587659671,1.0,1.0000844726502303,1.000032397920894,1.0,3.272895467160037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,1,0,2,0,0,0,1,1,0,0,1
DLQUI2271,-88.69459,18.18645,11.0,24.0,2.0,1.0372471797610305,1.0805843395599979,1.002006348127939,1.000032397920894,1.000032397920894,1.0,2.7567067530064753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,1,1,0,2,0,0,0,1,1,0,0,1
DLQUI2272,-88.85462,17.91136,11.0,24.0,2.0,1.0195848074227354,1.0518985793419189,1.0,1.000054715662038,1.000013799803274,1.0,2.4278445883441258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,2,1,0,3,0,0,0,1,1,0,0,1
DLQUI2273,-88.85657,17.90314,11.0,24.0,2.0,1.0563513784126561,1.085113670120747,1.0,1.0000844726502303,1.000032397920894,1.0,2.948196114708603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,1,0,2,0,0,0,1,1,0,0,1
DLQUI2274,-88.88596,17.90756,11.0,24.0,2.0,1.054368867231827,1.0654865710241668,1.0,1.000077033403182,1.000054715662038,1.0,2.856614246068455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,2,0,2,0,0,0,1,1,0,0,1
DLQUI2275,-88.33008,18.48926,11.0,24.0,0.0,1.0208464054468993,1.068506124731333,1.0,1.000032397920894,1.0,1.0,2.9357076780758558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,1,1,0,2,0,0,0,1,1,0,0,1
DLQUI2276,-88.43801,18.51777,11.0,24.0,2.0,1.0271543955677191,1.0443496950740034,1.0,1.0000844726502303,1.000032397920894,1.0,3.8681776133209986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,3,1,0,1,0,0,0,1,1,0,0,1
DLQUI2277,-88.27719,18.51058,11.0,2.0,0.0,1.0,1.0,1.034490079723145,1.0,1.0,1.014917476470564,1.0,2.747760659261913,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2278,-88.25777,18.54152,11.0,2.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0,1.0,2.5284844141884624,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLQUI2279,-88.24955,18.55845,11.0,2.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0022692420566195,1.0,2.2414905051952703,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1
DLSAN2308M1,-100.43365,21.68987,5.0,24.0,2.0,1.0,1.0,1.0,1.0001153455254794,1.0000353736197132,1.0,4.867252543940795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
DLSAN2315,-101.07793,22.09971,2.0,22.0,1.0,1.0146585675188573,1.0408897897845422,1.0,1.0000744296667154,1.0,1.0,1.0,2.8509494804729485,4.940698619008936,4.213813372520206,1.0,1.0,1.0,1.0,2,3,1,3,1,0,0,2,2,2,0,0,1,1,1
DLSAN2316,-101.07638,22.08945,2.0,22.0,1.0,1.0,1.0695126426337218,1.0,1.0057758686043154,1.0052569811227163,1.0,1.0,2.428520243640272,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,5,5,0,0,2,0,0,0,0,1,1,2
DLSAN2317,-101.10081,22.09211,2.0,22.0,1.0,1.0,1.0681915878868367,1.0,1.000186390334788,1.0,1.0,1.0,2.1028305266929412,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,3,1,0,0,3,0,0,0,0,1,1,1
DLSAN2318,-101.09707,22.07875,2.0,22.0,1.0,1.0,1.0248798643996715,1.0120380887676352,1.0006386965553073,1.0,1.0,1.0,2.5284844141884624,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,1,0,0,2,0,0,0,0,1,1,2
DLSAN2319,-101.16954,21.87671,2.0,22.0,1.0,1.0,1.2065877994652874,1.0066973811318352,1.0000576913608574,1.0,1.0,1.0,4.305266929415979,5.408610885458977,4.055106539309332,1.0,1.0,1.0,1.0,1,4,1,2,1,0,0,2,1,2,0,0,1,1,3
DLSAN2335,-100.00769,21.94687,5.0,24.0,2.0,1.0,1.0,1.0,1.0004151471815146,1.0000669904196673,1.0,3.7141535615171133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,2,0,1,0,0,0,1,1,0,0,2
DLSAN2336,-99.96548,21.92195,5.0,24.0,2.0,1.066083706027635,1.0905237038460867,1.005541342448594,1.0089989223878688,1.007387209514916,1.0,1.807585568917669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,5,5,0,4,0,0,0,1,1,0,0,2
DLSAN2337,-99.95821,21.91137,5.0,24.0,2.0,1.0,1.0,1.0,1.0002310258170761,1.0000528558502761,1.0,4.575855689176688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,2,0,1,0,0,0,1,1,0,0,1
DLSAN2339,-99.90553,21.88727,5.0,24.0,2.0,1.0211467859288432,1.003208275813864,1.0,1.0089989223878688,1.0089989223878688,1.0,2.111470860314524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,5,5,0,3,0,0,0,1,1,0,0,2
DLSAN2340,-99.86658,21.83132,5.0,24.0,2.0,1.0,1.0,1.0036305347076995,1.0006386965553073,1.0000346296950084,1.0,2.6193339500462534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,1,0,3,0,0,0,1,1,0,0,2
DLSAN2341,-100.02742,21.86244,5.0,17.0,1.0,1.0,1.0,1.0,1.0001086502031362,1.0000104521421025,1.0,1.0,2.6477964887137224,1.0,4.2072005878030865,1.0,1.0,1.0,1.0,1,1,1,3,1,0,0,2,0,2,0,0,1,1,1
DLSAN2342,-100.02814,21.86097,5.0,17.0,1.0,1.0,1.0,1.0,1.000006360556226,1.0,1.0,1.0,2.770333213901827,1.0,4.451873622336517,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,2,0,2,0,0,1,1,1
DLSAN2343,-100.02895,21.86371,5.0,17.0,1.0,1.0,1.0,1.0,1.00011385767607,1.0000223549373792,1.0,1.0,2.821927624507345,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,0,2,0,0,0,0,1,1,1
DLSAN2345,-98.66402,21.59642,5.0,24.0,2.0,1.0,1.0075174305834658,1.0000955403870446,1.0000844726502303,1.000032397920894,1.0,3.11054579093432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,3,1,0,2,0,0,0,1,1,0,0,1
DLSAN2346,-98.87971,21.7846,5.0,24.0,2.0,1.0,1.0,1.0,1.0001588651207103,1.000013799803274,1.0,2.269657724329325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,3,0,0,0,1,1,0,0,1
DLSAN2347,-98.95878,21.74934,5.0,24.0,2.0,1.0,1.0,1.0,1.0001439866266144,1.000024958673846,1.0,3.6600370027752076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
DLSAN2348,-98.9381,21.8469,5.0,24.0,2.0,1.0,1.0131161864155032,1.0994575429135571,1.0089260177667982,1.0002778930734786,1.0,4.043015726179464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,5,3,0,1,0,0,0,1,1,0,0,2
DLSAN2349,-98.97385,21.85534,5.0,24.0,2.0,1.0,1.0513009593373757,1.001050944257492,1.000344846296911,1.0002778930734786,1.0,4.043015726179464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,3,3,0,1,0,0,0,1,1,0,0,1
DLSAN2350,-98.99153,21.94613,5.0,24.0,2.0,1.0,1.0232442728082898,1.0,1.000054715662038,1.0000398371679422,1.0,3.968085106382979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,2,1,0,1,0,0,0,1,1,0,0,1
DLSAN2351,-99.0057,21.9435,5.0,24.0,2.0,1.0,1.0221119401681025,1.0000955403870446,1.0001588651207103,1.0001030707678502,1.0,3.7890841813135987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,3,2,0,1,0,0,0,1,1,0,0,1
DLSAN2352,-99.04997,22.0214,5.0,24.0,2.0,1.0,1.0,1.0,1.0001439866266144,1.000054715662038,1.0,4.609158186864015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,2,0,1,0,0,0,1,1,0,0,1
DLSAN2353,-99.05811,22.01505,5.0,24.0,2.0,1.0,1.0,1.0,1.000445276132059,1.0002778930734786,1.0,4.450971322849213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,3,0,1,0,0,0,1,1,0,0,2
DLSAN2354,-99.04887,22.02048,5.0,24.0,2.0,1.0,1.0,1.002006348127939,1.0017099481302218,1.0005568648377792,1.0,4.588344125809436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,5,0,1,0,0,0,1,1,0,0,2
DLSAN2355,-99.1613,22.1132,5.0,24.0,2.0,1.0,1.0,1.0,1.000408079896819,1.000408079896819,1.0,3.585106382978723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,5,0,1,0,0,0,1,1,0,0,2
DLSAN2356,-99.22522,22.21087,5.0,24.0,2.0,1.0,1.0,1.0,1.00089163095494,1.00089163095494,1.0,2.8774283071230347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,5,0,2,0,0,0,1,1,0,0,2
DLSAN2357,-99.22224,22.21671,5.0,24.0,2.0,1.0,1.0,1.0,1.00089163095494,1.00089163095494,1.0,3.460222016651249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,5,0,2,0,0,0,1,1,0,0,2
DLSAN2358,-99.04415,22.26494,5.0,22.0,1.0,1.0185635137841265,1.046708721407727,1.0,1.0001700239912823,1.0000030128950543,1.0,1.0,2.680042995342171,4.662875710804224,4.180749448934607,1.0,1.0,1.0,1.0,2,3,1,3,1,0,0,2,2,2,0,0,1,1,1
DLSAN2359,-99.04793,22.263,5.0,22.0,1.0,1.0,1.0,1.0,1.000408079896819,1.0000093362550453,1.0,1.0,2.8735220351128623,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,1,0,0,2,0,0,0,0,1,1,2
DLSAN2360,-99.04166,22.26348,5.0,22.0,1.0,1.0024631199519392,1.0509549688084296,1.0,1.00089163095494,1.00089163095494,1.0,1.0,2.8090290218559653,4.882209585702681,4.3791329904482,1.0,1.0,1.0,1.0,1,3,1,4,5,0,0,2,2,2,0,0,1,1,2
DLSAN2361,-99.0413,22.27943,5.0,22.0,1.0,1.0191041986516254,1.180795778216576,1.0,1.0000335138079512,1.0000030128950543,1.0,1.0,2.905768541741311,1.0,4.775900073475386,1.0,1.0,1.0,1.0,2,4,1,1,1,0,0,2,0,2,0,0,1,1,3
