CLAVE,LONGITUD,LATITUD,ORGANISMO_DE_CUENCA,SUBTIPO,GRUPO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_FIS_SUP_15_UT,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_COLI_FEC,CALIDAD_E_COLI,CALIDAD_ENTEROC,CALIDAD_OD_PORC,CALIDAD_OD_PORC_SUP,CALIDAD_OD_PORC_MED,CALIDAD_OD_PORC_FON,CALIDAD_TOX_D_48,CALIDAD_TOX_V_15,CALIDAD TOX_D_48_SUP,CALIDAD_TOX_FIS_SUP_15,SEMAFORO
DLCAM224,-90.61815,19.79623,11.0,21.0,0.0,1.0,1.0,1.0039171558688336,1.0,1.0,1.0004092075839806,1.0,3.792547474023647,1.0,6.574577516531963,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM229,-90.70394,19.6606,11.0,21.0,0.0,1.0,1.0,1.0125157907028588,1.0,1.0,1.0,1.0,3.3894661411680396,1.0,5.007347538574578,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM231,-90.70601,19.46154,11.0,13.0,0.0,1.0,1.0,1.0516873493911953,1.0,1.0,1.0,1.0,3.2733787173056252,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
DLCAM232,-90.72509,19.35815,11.0,13.0,0.0,1.0,1.0,1.002006348127939,1.0,1.0,1.0,1.0,1.4127552848441418,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,2
DLCAM234,-90.61368,19.28103,11.0,24.0,2.0,1.0230091449168948,1.1032309923637444,1.0,1.0000844726502303,1.000077033403182,1.0,3.0106382978723403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,3,2,0,2,0,0,0,1,1,0,0,3
DLCAM235,-90.57425,19.29644,11.0,24.0,2.0,1.0347239837127027,1.1062505460709104,1.0,1.0001588651207103,1.000013799803274,1.0,2.6776133209990753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,3,1,0,2,0,0,0,1,1,0,0,3
DLCAM236,-90.46921,19.30365,11.0,24.0,2.0,1.0370068753754755,1.1485242979712373,1.0,1.000032397920894,1.0,1.0,2.4736355226641997,1.0,1.0,1.0,1.5447090980085902,1.0,1.0,1.0,3,4,1,1,1,0,3,0,0,0,3,1,0,0,3
DLCAM237,-91.01078,19.10951,11.0,21.0,0.0,1.0,1.0,1.0411779068162759,1.0,1.0,1.0004092075839806,1.0,2.7155141526334647,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM238,-90.86936,19.21135,11.0,21.0,0.0,1.0,1.0,1.0430887145571703,1.0,1.0,1.0004092075839806,1.0,2.628448584736653,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM239,-90.71163,18.96285,11.0,14.0,1.0,1.0550297042921033,1.0379331434462753,1.0,1.000032397920894,1.000013799803274,1.0,1.0,2.496237907560014,1.0,1.0,1.0,1.0,1.4231145935357492,1.0,3,3,1,1,1,0,0,2,0,0,0,0,3,1,1
DLCAM240,-90.29456,18.64079,11.0,14.0,1.0,1.1018890594753354,1.1254372935851957,1.0077387713506225,1.0000844726502303,1.000032397920894,1.0,1.0,4.505195270512361,1.0,5.258633357825128,1.0,1.0,1.9123408423114592,1.0,3,4,1,3,1,0,0,2,0,1,0,0,3,1,3
DLCAM241,-90.27489,18.64156,11.0,14.0,1.0,1.1893598558173686,1.1284883009768116,1.0,1.0001588651207103,1.0000844726502303,1.0,1.0,4.479398065209601,1.0,2.7656135194709774,1.0,1.0,1.3393731635651323,1.0,4,4,1,3,2,0,0,2,0,3,0,0,3,1,3
DLCAM242,-90.27154,18.49958,11.0,14.0,1.0,1.1533141979841133,1.1806699634787774,1.0,1.000032397920894,1.000013799803274,1.0,1.0,2.954138301683984,1.0,4.253490080822925,1.0,1.0,1.0,1.0,3,4,1,1,1,0,0,1,0,2,0,0,1,1,3
DLCAM243,-90.21145,18.47998,11.0,14.0,1.0,1.1727788532140713,1.1822111940168103,1.0,1.000032397920894,1.000032397920894,1.0,1.0,1.6836259405231098,1.0,2.97722263041881,1.0,1.0,1.0,1.0,4,4,1,1,1,0,0,3,0,3,0,0,0,1,3
DLCAM254,-92.3104,18.6726,11.0,21.0,0.0,1.0,1.0,1.1376736977314466,1.0,1.0,1.0022692420566195,1.0,2.654245790039412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,4,0,0,1,0,2,0,0,0,0,0,1,2
DLCAM255,-92.09435,18.25307,11.0,24.0,2.0,1.0,1.060202352036626,1.2465897389624314,1.00089163095494,1.00089163095494,1.0,2.402867715078631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,4,4,5,0,3,0,0,0,1,1,0,0,2
DLCAM257,-92.10888,18.12662,11.0,24.0,2.0,1.0,1.0510807835462281,1.1892655067355973,1.000024958673846,1.000024958673846,1.0,2.635985198889917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,4,1,1,0,3,0,0,0,1,1,0,0,2
DLCAM258,-90.84356,17.89107,11.0,0.0,2.0,1.0466190507976771,1.0517413109196707,1.0,1.000013799803274,1.0,1.0,2.7400555041628127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,1,1,0,2,0,0,0,1,1,0,0,1
DLCAM259,-90.53662,19.85149,11.0,2.0,0.0,1.0,1.0,1.0172928100550949,1.0,1.0,1.0,1.0,3.3378717305625223,1.0,5.662013225569435,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM260,-90.79433,17.89364,11.0,24.0,2.0,1.0170616113744075,1.0855225680185925,1.0,1.0001588651207103,1.000013799803274,1.0,3.0938945420906565,1.0,1.0,1.0,1.7024599765716515,1.0,1.0,1.0,2,3,1,3,1,0,2,0,0,0,3,1,0,0,1
DLCAM261,-90.52646,19.85821,11.0,2.0,0.0,1.0,1.0,1.0192036177959893,1.0,1.0,1.001525228267564,1.0,3.3797921891795055,1.0,5.747979426891992,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM263,-90.73634,18.17039,11.0,24.0,2.0,1.0172418396635738,1.0931972670243066,1.0,1.000077033403182,1.000013799803274,1.0,3.156336725254394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,3,1,0,2,0,0,0,1,1,0,0,1
DLCAM264,-90.64638,18.81138,11.0,4.0,1.0,1.0103931646752553,1.1180456777395285,1.009649579091517,1.0,1.0,1.0,1.0,2.918667144392691,5.313566206336312,4.822189566495225,1.0,1.0,1.0,1.0,2,4,1,1,1,0,0,2,2,2,0,0,1,1,3
DLCAM265,-90.70095,18.29958,11.0,24.0,2.0,1.019224350844403,1.1453789295262724,1.0,1.000024958673846,1.0,1.0,2.9648473635522663,1.0,1.0,1.0,1.795392424834049,1.0,1.0,1.0,2,4,1,1,1,0,2,0,0,0,3,1,0,0,3
DLCAM268,-91.09881,18.543,11.0,24.0,2.0,1.0395901475201923,1.1319167525818232,1.0,1.0000844726502303,1.000032397920894,1.0,2.673450508788159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,3,1,0,2,0,0,0,1,1,0,0,3
DLCAM269,-91.12435,18.54964,11.0,24.0,2.0,1.0145384153260797,1.1379558599961557,1.0,1.000032397920894,1.0,1.0,2.6567992599444956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,1,1,0,3,0,0,0,1,1,0,0,3
DLCAM270W1,-91.29465,18.6236,11.0,15.0,0.0,1.0,1.0,1.004872559739281,1.0,1.0,1.0,1.0,2.657470440702257,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM271W1,-91.24166,18.74618,11.0,15.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0,1.0,2.525259763525618,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM272,-91.25088,18.9408,11.0,12.0,0.0,1.0,1.0,1.0364008874640396,1.0,1.0,1.0,1.0,2.628448584736653,1.0,4.240264511388685,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,2,0,0,0,1,1
DLCAM273W1,-91.18438,18.99385,11.0,3.0,0.0,1.0,1.0,1.029713060370909,1.0,1.0,1.0,1.0,2.59297742744536,1.0,4.246877296105805,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,2,0,0,0,1,1
DLCAM274,-91.5304,18.7777,11.0,21.0,0.0,1.0,1.0,1.0316238681118035,1.0,1.0,1.0,1.0,2.81225367251881,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM275,-91.52096,18.61958,11.0,15.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0,1.0,2.7187388032963096,1.0,4.332843497428362,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,2,0,0,0,1,1
DLCAM276W1,-91.41981,18.52607,11.0,15.0,0.0,1.0,1.0,1.02589144488912,1.0,1.0,1.0004092075839806,1.0,2.4414188462916515,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM277W1,-91.52379,18.45576,11.0,15.0,0.0,1.0,1.0,1.0278022526300146,1.0,1.0,1.0004092075839806,1.0,2.3737011823719096,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM278,-91.54404,18.32112,11.0,24.0,2.0,1.0495027034243376,1.159092735946319,1.0,1.000032397920894,1.000013799803274,1.0,2.7109158186864013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,1,1,0,2,0,0,0,1,1,0,0,3
DLCAM279,-91.5135,18.21123,11.0,24.0,2.0,1.0619384553768105,1.1817393887500656,1.0,1.0000844726502303,1.000013799803274,1.0,2.8649398704902866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,3,1,0,2,0,0,0,1,1,0,0,3
DLCAM280,-91.30214,18.26325,11.0,24.0,2.0,1.013457045591082,1.1651318433606515,1.0,1.000013799803274,1.0,1.0,2.6776133209990753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,1,1,0,2,0,0,0,1,1,0,0,3
DLCAM281,-91.30887,18.38922,11.0,24.0,2.0,1.0217475468927308,1.1711709507749837,1.0,1.000024958673846,1.000013799803274,1.0,2.635985198889917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,1,1,0,3,0,0,0,1,1,0,0,3
DLCAM282,-90.55929,19.83253,11.0,2.0,0.0,1.0,1.0,1.0239806371482256,1.0,1.0,1.0004092075839806,1.0,2.989609458975277,1.0,4.842027920646584,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,2,0,0,0,1,1
DLCAM283,-91.04966,18.1873,11.0,24.0,2.0,1.00823042520526,1.056365002533769,1.0,1.0001588651207103,1.0000844726502303,1.0,2.952358926919519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,3,2,0,2,0,0,0,1,1,0,0,1
DLCAM284,-91.0242,18.1481,11.0,24.0,2.0,1.0597757159068153,1.0977895049539552,1.0,1.000013799803274,1.0,1.0,2.902405180388529,1.0,1.0,1.0,1.3108160874658337,1.0,1.0,1.0,3,4,1,1,1,0,2,0,0,0,3,1,0,0,3
DLCAM285W1,-91.88743,18.5538,11.0,15.0,0.0,1.0,1.0,1.0402225029458285,1.0,1.0,1.0,1.0,2.225367251881046,1.0,3.4864070536370315,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,3,0,3,0,0,0,1,1
DLCAM286W1,-91.84436,18.50796,11.0,15.0,0.0,1.0,1.0,1.0430887145571703,1.0,1.0,1.0,1.0,2.3962737370118234,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM287W1,-91.78525,18.49624,11.0,15.0,0.0,1.0,1.0,1.0306684642413562,1.0,1.0,1.0,1.0,2.560730920816911,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
DLCAM288,-91.85875,18.61465,11.0,21.0,0.0,1.0,1.0,1.0392670990753814,1.0,1.0,1.0,1.0,2.9573629523468288,1.0,4.961058045554739,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,2,0,0,0,1,1
DLCHI294,-106.3704,31.70936,12.0,3.0,2.0,1.0,1.059132926765338,1.0,1.0000640147208482,1.000021239050322,1.0,4.517576318223867,1.0,1.0,1.0,1.0,1.0435082072738977,1.0,1.0,1,3,1,2,1,0,1,0,0,0,1,3,0,0,1
DLCHI295,-106.3323,31.64078,12.0,3.0,2.0,1.286562979774381,1.8547538749191814,1.0953206441545207,1.0899989320960861,1.0899989320960861,1.0,1.0,1.0,1.0,1.0,1.0,1.3407080785323462,1.0,1.0,4,5,3,5,5,0,0,0,0,0,1,4,0,0,3
DLCHI298,-106.2915,31.57044,12.0,3.0,2.0,1.0271543955677191,1.1644398623027592,1.0195857793441683,1.0089989223878688,1.0089989223878688,1.0,1.961609620721554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,5,5,0,3,0,0,0,1,1,0,0,3
DLCHI299,-106.11747,31.39817,12.0,3.0,2.0,1.2463119951939123,1.4851730826358187,1.0304773834672667,1.0089989223878688,1.0089989223878688,1.0,1.711840888066605,1.0,1.0,1.0,1.0,1.0406694560669456,1.0,1.0,4,4,2,5,5,0,4,0,0,0,1,3,0,0,3
DLCHI308,-105.63465,26.95994,12.0,24.0,2.0,1.7560576730525335,1.7088087790728153,1.03576076687084,6.776946216446686,5.834393615462948,1.0,1.0,1.0,1.0,1.0,1.0,1.2783134856775025,1.0,1.0,5,5,2,5,5,0,5,0,0,0,1,4,0,0,3
DLCHI310,-107.9738,30.24881,12.0,24.0,2.0,1.0,1.0139968895800933,1.00651585439645,1.0000539717373333,1.0,1.0,4.950508788159112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,2,1,0,1,0,0,0,1,1,0,0,1
DLCHI335,-107.43668,28.38869,7.0,24.0,2.0,1.0,1.0,1.0,1.000018263351503,1.0,1.0,5.591581868640148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,3,0,0,0,1,1,0,0,1
DLCHI350,-105.31327,28.93573,12.0,22.0,1.0,1.0,1.026987261257798,1.0037260750947443,1.0,1.0,1.0,1.0,4.553565030455033,1.0,8.188096987509185,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,3,0,2,0,0,1,1,1
DLCHI351,-105.31778,28.92951,12.0,22.0,1.0,1.0,1.0481241372079613,1.0032388191208161,1.0,1.0,1.0,1.0,4.263346470798996,1.0,7.235855988243939,1.0,1.0,1.0,1.0,1,3,1,1,1,0,0,2,0,1,0,0,1,1,1
DLCHI352,-106.0635,28.65974,12.0,24.0,2.0,1.043855550363794,1.1067223513376552,1.0081209328988014,1.0017140397160984,1.0006643619576232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,4,5,0,0,0,0,0,1,1,0,0,3
DLCHI353,-106.06481,28.66067,12.0,24.0,2.0,1.1533141979841133,1.229140091215685,1.018487064893154,1.0089989223878688,1.0089989223878688,1.0,1.4246068455134138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,5,5,0,4,0,0,0,1,1,0,0,3
DLCHI354,-106.06249,28.6603,12.0,24.0,2.0,1.2018556838662307,1.9392070176664862,1.0619579409985032,1.0089989223878688,1.0089989223878688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,2,5,5,0,0,0,0,0,1,1,0,0,3
DLCHI356,-105.29129,28.96984,12.0,22.0,1.0,1.0,1.0316738602407953,1.0,1.000018263351503,1.0,1.0,1.0,3.04442852024364,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,1
DLCHI357,-105.27562,28.97921,12.0,22.0,1.0,1.015259328482745,1.0211997833190627,1.0,1.0000104521421025,1.000002640932702,1.0,1.0,2.3059835184521673,3.222583265637693,2.666421748714181,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,2,3,3,0,0,1,1,1
DLCHI360,-105.98519,28.71177,12.0,24.0,2.0,1.1141445831386423,1.1591556433152184,1.0084171080986402,1.0089989223878688,1.0089989223878688,1.0,2.83163737280296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,5,5,0,2,0,0,0,1,1,0,0,3
DLCHI371,-105.30391,28.87382,12.0,22.0,1.0,1.0,1.0111346042951752,1.1184032016645258,1.000013799803274,1.000013799803274,1.0,1.0,3.3572196345395913,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,1,1,0,0,1,0,0,0,0,1,1,1
DLCHI372,-105.30691,28.91117,12.0,22.0,1.0,1.0,1.0322714802453388,1.0090094584983174,1.0,1.0,1.0,1.0,4.356861340021497,1.0,7.553269654665687,1.0,1.0,1.0,1.0,1,3,1,1,1,0,0,2,0,1,0,0,1,1,1
DLCHI373,-105.30842,28.92445,12.0,22.0,1.0,1.0,1.003208275813864,1.0094107281239053,1.0,1.0,1.0,1.0,4.1891795055535646,6.5710804224207955,5.833945628214549,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,1,1,1,0,0,1,1,1
DLCHI374,-105.30365,28.96204,12.0,22.0,1.0,1.0,1.0507662467017316,1.0007165529028355,1.0,1.0,1.0,1.0,4.84378359011107,1.0,8.710506980161647,1.0,1.0,1.0,1.0,1,3,1,1,1,0,0,3,0,3,0,0,1,1,1
DLCHI375,-105.3012,28.9668,12.0,22.0,1.0,1.0,1.04019780872665,1.0013471194573307,1.0001343156054519,1.000002640932702,1.0,1.0,4.51809387316374,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,3,1,0,0,2,0,0,0,0,1,1,1
DLCHI376,-105.27812,28.98241,12.0,22.0,1.0,1.0,1.0238104391283833,1.0,1.0000104521421025,1.0,1.0,1.0,2.296309566463633,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,2,0,0,0,0,1,1,1
DLCHI377,-105.28213,28.9877,12.0,24.0,2.0,1.0,1.0211997833190627,1.0,1.0,1.0,1.0,4.667437557816837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1
DLCHI381,-104.86591,29.55439,12.0,24.0,2.0,1.0,1.003208275813864,1.045954926168512,1.0005654199718845,1.000018263351503,1.0,4.629972247918594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,4,1,0,1,0,0,0,1,1,0,0,2
DLCHI382M1,-104.47619,29.54503,12.0,24.0,2.0,1.0,1.0058503853076344,1.0899035042090848,1.0010236775900423,1.0000223549373792,1.0,4.63413506012951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,4,1,0,1,0,0,0,1,1,0,0,2
DLCHI384,-104.39498,29.55618,12.0,24.0,2.0,1.0,1.0111346042951752,1.1127185486353648,1.001281447500256,1.000068478269077,1.0,4.600832562442184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,4,2,0,1,0,0,0,1,1,0,0,2
DLCHI385,-104.37767,29.54219,12.0,24.0,2.0,1.0,1.0,1.0989798409783336,1.0018155854383037,1.0000305381091321,1.0,4.63413506012951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3,4,1,0,1,0,0,0,1,1,0,0,2
DLCHI391,-107.97746,30.40249,12.0,24.0,2.0,1.0,1.0166389990738638,1.0,1.0005341751342829,1.0000736857420105,1.0,4.480111008325625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,2,0,1,0,0,0,1,1,0,0,2
DLCHI396,-104.95257,27.03243,12.0,24.0,2.0,1.0,1.0,1.0,1.0005382667201592,1.0000524838879237,1.0,4.792321924144311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,2,0,1,0,0,0,1,1,0,0,2
DLCHI411,-105.1714,27.7057,12.0,24.0,2.0,1.0,1.3659636185716533,1.0,1.0447571511735716,1.0121062958798255,1.0,4.25531914893617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,0,5,5,0,1,0,0,0,1,1,0,0,3
DLCHI425,-105.62596,28.165,12.0,3.0,2.0,1.0,1.034913589739109,1.0441683209307757,1.0001774632383305,1.000035001657361,1.0,4.86308973172988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,2,3,1,0,1,0,0,0,1,1,0,0,1
DLCHI427,-105.47205,28.26253,12.0,24.0,2.0,1.0,1.0322714802453388,1.0797762231823442,1.0052569811227163,1.003221603130379,1.0,3.4893617021276597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,3,5,5,0,2,0,0,0,1,1,0,0,2
DLCHI428,-105.43816,28.42361,12.0,24.0,2.0,1.0,1.0481241372079613,1.0697253744652393,1.0013580717448507,1.00016965202893,1.0,4.505087881591119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,3,4,2,0,1,0,0,0,1,1,0,0,2
DLCOA431,-100.67499,27.51147,12.0,22.0,1.0,1.0,1.0,1.0014999840766021,1.0036456402121159,1.0,1.0,1.0,3.8763883912576134,1.0,6.012490815576783,1.0,1.0,1.0,1.0,1,1,1,4,1,0,0,1,0,1,0,0,1,1,2
DLCOA432,-100.64442,27.49669,12.0,22.0,1.0,1.015259328482745,1.0,1.0278022526300146,1.0000394652055897,1.0,1.0,1.0,4.218201361519168,1.0,6.839088905216753,1.0,1.0,1.0,1.0,2,1,2,2,1,0,0,1,0,1,0,0,1,1,1
DLCOA433,-100.70438,27.48473,12.0,22.0,1.0,1.0,1.0,1.0036878589399263,1.002703087611132,1.0000941436713926,1.0,1.0,4.092439985668219,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,2,0,0,1,0,0,0,0,1,1,2
DLCOA434,-100.61208,27.44855,12.0,22.0,1.0,1.0,1.0060391074143324,1.0106049829619643,1.0005274798119397,1.0000353736197132,1.0,1.0,3.8538158366176996,1.0,6.852314474650993,1.0,1.0,1.0,1.0,1,2,1,4,1,0,0,1,0,1,0,0,1,1,2
DLCOA435,-100.69417,27.45079,12.0,22.0,1.0,1.0,1.0272703444178446,1.0108916041230984,1.0089989223878688,1.0089989223878688,1.0,1.0,3.4507345037620922,1.0,4.7692872887582665,1.0,1.0,1.0,1.0,1,2,1,5,5,0,0,1,0,2,0,0,1,1,2
DLCOA437,-100.6149,27.50921,12.0,22.0,1.0,1.0188638942660704,1.0,1.0144265984437533,1.0005765788424565,1.000002640932702,1.0,1.0,4.031171623074166,6.790414297319252,5.529757531227039,1.0,1.0,1.0,1.0,2,1,1,4,1,0,0,1,1,1,0,0,1,1,2
DLCOA439,-101.02054,27.76779,12.0,24.0,2.0,1.0,1.0290632044314747,1.002101888514984,1.0006952348328724,1.0,1.0,5.3667900092506935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,1,0,2,0,0,0,1,1,0,0,2
DLCOA441,-101.1227,27.84027,12.0,24.0,2.0,1.0219878512782858,1.137389693676062,1.020025265124574,1.004164527693715,1.000051739963219,1.0,5.9329324699352455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,2,5,2,0,3,0,0,0,1,1,0,0,3
DLCOA442,-101.12512,27.84842,12.0,24.0,2.0,1.0,1.0552326698935817,1.0,1.0010236775900423,1.0,1.0,5.616558741905643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,4,1,0,3,0,0,0,1,1,0,0,2
DLCOA444,-101.19206,27.89212,12.0,24.0,2.0,1.052866964822108,1.1180456777395285,1.0110826848971879,1.0015909201774535,1.0000361175444181,1.0,6.640610545790935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,4,1,0,4,0,0,0,1,1,0,0,3
DLCOA448,-101.41911,27.97685,12.0,24.0,2.0,1.0,1.0417704929491323,1.004490398191102,1.0006658498070327,1.000018263351503,1.0,5.824699352451434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,4,1,0,3,0,0,0,1,1,0,0,2
DLCOA450,-101.57022,27.96737,12.0,24.0,2.0,1.0,1.0,1.0,1.0002983510028607,1.0000439287538185,1.0,4.167900092506938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
DLCOA451,-101.58122,27.96926,12.0,24.0,2.0,1.019464655229958,1.0,1.0,1.0004698256473175,1.000043556791466,1.0,5.350138760407031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,4,1,0,2,0,0,0,1,1,0,0,2
DLCOA462,-100.94548,25.56572,12.0,0.0,2.0,1.1117415392830918,1.316675695039055,1.0293977770936615,1.0089989223878688,1.0089989223878688,1.0,3.098057354301573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,5,5,0,2,0,0,0,1,1,0,0,3
DLCOA464,-100.98693,25.49958,12.0,8.0,2.0,1.0366464187971431,1.1432086252992468,1.0,1.0089989223878688,1.0089989223878688,1.0,2.286308973172988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,5,5,0,3,0,0,0,1,1,0,0,3
DLCOA466,-100.98679,25.50166,12.0,8.0,2.0,1.0362859622188105,1.078414035332972,1.0,1.0089989223878688,1.0089989223878688,1.0,3.2770582793709524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,5,5,0,2,0,0,0,1,1,0,0,2
DLCOA467,-100.95989,25.5244,12.0,8.0,2.0,1.2595287363994394,1.497754556415678,1.0352066326259806,1.0089989223878688,1.0089989223878688,1.0,2.2405180388529145,1.0,1.0,1.0,1.1101132370167903,1.0,1.0,1.0,4,4,2,5,5,0,3,0,0,0,2,1,0,0,3
DLCOA468,-100.98609,25.50274,12.0,8.0,2.0,1.0370068753754755,1.0917818512240725,1.0,1.0089989223878688,1.0089989223878688,1.0,2.8607770582793712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,1,5,5,0,2,0,0,0,1,1,0,0,2
DLCOA469,-100.9586,25.53042,12.0,8.0,2.0,1.1985514985648489,1.4291226169465463,1.0207609261048185,1.0089989223878688,1.0089989223878688,1.0,1.944958371877891,1.0,1.0,1.0,1.1108941819601719,1.0,1.0,1.0,4,4,2,5,5,0,3,0,0,0,2,1,0,0,3
DLCOA478,-100.40237,28.53229,12.0,24.0,2.0,1.0,1.0115435021930208,1.0,1.0014395315000264,1.0,1.0,4.596669750231268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,1,0,1,0,0,0,1,1,0,0,2
DLCOA479,-100.50545,28.67511,12.0,24.0,2.0,1.0,1.0,1.0,1.0005884816377333,1.0000309100714844,1.0,4.63413506012951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,1,0,1,0,0,0,1,1,0,0,2
DLCOA480,-100.50154,28.66191,12.0,24.0,2.0,1.0,1.0061963758365806,1.0116845893355697,1.0005505414777884,1.000002640932702,1.0,4.505087881591119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,1,0,1,0,0,0,1,1,0,0,2
